monogram_id,labels_saranga,labels_ezechiel,labels_barry,quality_label,Remarks,Remarks2,split
3__3.8__466,1,M1,M1,1,,,train
252__5.189__605,1,M1,M2,1,,,train
167__2.11__334,1,M1,M2,1,,,train
154__8.44__395,1,M1,M2,1,,,train
130__4.20__328,1,M1,M2,1,,,train
68__4.12__214,1,M2,M3,1,clash,only contrast problem,train
79__5.62-63__444,1,M1,M2,1,,,train
206__4.2__366,1,M2,M2,1,not-so-good contrast,,train
270__5.2__538,1,M1,M2,1,,,train
63__5.89__66,1,M0,M2,1,clash,top part is slightly broken,train
299__5.220__160,1,M2,M1,1,,,train
204__5.155__78,1,M1,M2,1,,,train
186__2.31__208,1,M1,M2,1,,,train
X__2.66__437,1,M2,M1,1,,,train
196__5.85__331,1,M0,M2,1,clash,,train
229__3.21__375,1,M1,M1,1,,,train
199__5.55-56__161,1,M2,M2,1,no major damage,,train
49__4.1__150,1,M2,M2,1,broken part is not inside,,train
194__3.44__446,1,M2,M2,1,"Why M2, eze, barry?",,train
239__5.181__64,1,M1,M0,1,,,train
233__5.175__489,1,M1,M2,1,,,train
13__5.225__323,1,M1,M1,1,,,train
137__5.251__60,1,M1,M2,1,,,train
258__3.4__157,1,M1,M0,1,,,train
82__2.22__322,1,M2,M1,1,,,train
205__5.156__454,1,M1,M2,1,,,train
21__5.15__325,1,M2,M1,1,,,train
I__2.9__315,1,M2,M2,1,no major damage,,train
152__2.47__314,1,M2,M2,1,only partial damage of ligature,,train
III__3.13__443,1,M1,M2,1,,,train
293__8.42__249,1,M0,M2,1,clash,,train
191__3.43__338,1,M2,M2,1,top Y partially broken,,train
70__5.97__163,1,M1,M1,1,,,train
234__5.174__272,1,M1,M2,1,,,train
35__5.36__748,1,M1,M1,1,,,train
142__5.247__48,0,M2,M1,1,clash,,train
2__3.8__466,1,M1,M1,1,,,train
112__5.84__633,1,M2,M1,1,,,train
171__3.1__277,1,M2,M0,1,clash,,train
VII__5.139__9,1,M1,M1,1,,,train
178__5.49__312,1,M1,M2,1,,,train
6__3.30__31,1,M1,M2,1,,,train
86__5.69__22,1,M1,M1,1,,,train
322__3.24__369,1,M1,M2,1,,,train
80__5.135__284,1,M1,M1,1,,,train
217__5.264__26,1,M0,M2,1,clash,,train
126__5.101__503,1,M1,M3,1,why M3 barry?,,train
150__4.17__185,1,M1,M2,1,,,train
99__5.74__666,1,M2,M2,1,all letters present,,train
43__3.12__508,1,M2,M1,1,,,train
10__5.46__706,0,M3,M1,1,clash,,train
125__2.40__164,1,M1,M1,1,,,train
156__5.217__442,1,M1,M2,1,,,train
1__5.249__699,1,M2,M1,1,,,train
282__5.205__247,1,M1,M2,1,,,train
260__2.58__339,1,M1,M2,1,,,train
148__4.19__326,2,M1,M1,1,acceptable damage,,train
290__5.211__432,1,M2,M2,1,,,train
96__4.10__162,1,M0,M3,1,clash,why M3 barry?,train
213__5.162__652,1,M2,M1,1,,,train
182__3.3__70,1,M1,M2,1,,,train
153__3.15__186,1,M2,M2,1,"poor contrast, no damage",,train
54__5.49__312,1,M1,M2,1,,,train
310__3.44__446,1,M2,M0,1,clash,,train
188__5.145__187,1,M1,M2,1,,,train
203__3.26__20,0,M2,M2,1,,,train
335__2.15__372,1,M1,M2,1,,,train
147__5.234__593,1,M2,M2,1,not-so-good contrast,,train
59__5.87__6,1,M1,M1,1,,,train
284__8.41__477,1,M2,M2,2,,,train
267__8.32__578,2,M2,M3,2,,,train
225__5.171__355,1,M2,M2,2,,,train
297__8.43__520,2,M2,M2,2,,,train
333__2.6__38,2,M1,M2,2,,,train
94__5.73__170,1,M2,M2,2,,,train
14__5.6__665,2,M2,M3,2,,,train
109__5.10__521,2,M1,M3,2,clash,very poor contrast,train
311__3.40__288,2,M1,M1,2,,,train
120__5.263__127,2,M2,M3,2,,,train
71__5.100__702,1,M2,M2,2,,,train
106__5.81__189,2,M1,M2,2,,,train
327__8.35__530,2,M2,M2,2,,,train
95__8.23__785,1,M3,M3,2,not illegeible,,train
240__5.180__618,2,M2,M2,2,,,train
314__2.54__52,2,M2,M2,2,,,train
281__5.204__646,1,M0,M2,2,clash,,train
249__4.36__696,1,M0,M2,2,clash,,train
116__5.261__207,2,M2,M2,2,,,train
30__5.28__691,2,M3,M2,2,,,train
330__5.18__470,2,M1,M2,2,,,train
295__5.217__442,2,M1,M2,2,,,train
103__5.79__715,2,M0,M3,2,clash,"why M3 barry, why M0 eze?",train
53__5.42__667,2,M2,M2,2,,,train
279__5.203__463,2,M1,M2,2,,,train
11__5.47__5,2,M2,M2,2,,,train
337__7.17__697,2,M1,M3,2,clash,,train
328__5.202__380,2,M2,M1,2,,,train
IV__5.159__318,2,M2,M2,2,,,train
28__4.39__329,2,M2,M2,2,,,train
15__5.7__56,2,M2,M2,2,,,train
127__5.102__502,2,M1,M2,2,,,train
262__2.49__306,2,M2,M2,2,,,train
246__5.185__224,1,M2,M2,2,Top ligature vanished,,train
287__5.213__468,2,M2,M2,2,,,train
114__2.9__315,1,M0,M2,2,clash,half of it is missing,train
227__5.169__55,2,M2,M1,2,,,train
221__5.166__73,2,M1,M2,2,clash,,train
190__5.147__40,2,M1,M2,2,,,train
300__5.219__676,3,M2,M2,2,,,train
78__5.60__83,2,M2,M2,2,,,train
207__4.30__455,2,M3,M2,2,,,train
238__5.15__325,2,M2,M2,2,,,train
226__5.170__523,1,M2,M2,2,,,train
304__3.6__449,1,M2,M2,2,,,train
220__3.46__330,2,M1,M3,2,clash,,train
64__5.90-91__92,2,M0,M2,2,,,train
18__5.12__753,2,M2,M3,2,,,train
201__8.20__125,1,M2,M2,2,,,train
250__3.26__20,1,M2,M2,2,,,train
4__5.2__538,2,M3,M2,2,,,train
158__5.103__711,2,M3,M2,2,,,train
19__2.5__712,1,M3,M2,2,Why M3 eze?,"perhaps if entire letters are absent, 2 is better",train
168__5.107__71,2,M1,M2,2,,,train
IX__4.19__326,3,M2,M2,2,,,train
306__3.46__330,2,M2,M2,2,,,train
128__8.24__796,2,M2,M3,2,,,train
22__5.14__571,2,M1,M2,2,,,train
286__5.209__256,2,M1,M2,2,,,train
143__2.23__327,2,M2,M2,2,,,train
326__5.201__149,2,M1,M2,2,,,train
285__2.44__59,1,M2,M2,2,top symbol broken,,train
243__8.45__648,1,M2,M2,2,,,train
V__8.38__245,2,M2,M2,2,,,train
38__5.41__130,2,M2,M3,2,,,train
210__5.158__250,2,M3,M2,2,,,train
288__4.14__74,1,M2,M2,2,"Right E not complete, bottom O partially broken",,train
308__3.33__320,2,M2,M2,2,,,train
74__5.72__703,1,M2,M2,2,,,train
272__5.197__464,2,M1,M2,2,,,train
236__8.30__515,2,M2,M2,2,,,train
338__8.46__457,3,M2,M2,2,,,train
91__5.70__727,2,M1,M2,2,,,train
237__5.179__487,2,M1,M2,2,,,train
163__8.27__800,2,M2,M2,2,,,train
218__5.165__389,0,M1,M0,0,,,val
107__5.254__435,0,M0,M1,0,,,val
244__5.184__148,0,M0,M2,0,,,val
24__8.17__438,0,M1,M0,0,,,val
273__8.17__438,0,M0,M1,0,,,val
265__5.192__211,1,M0,M1,1,,,val
117__4.36__696,1,M0,M2,1,clash,,val
164__5.144__226,1,M1,M1,1,,,val
305__5.226__707,1,M1,M1,1,,,val
280__5.27__37,1,M2,M0,1,clash,,val
193__5.149__219,1,M1,M1,1,,,val
185__2.55__740,1,M2,M2,1,only partial damage,,val
26__5.23-27__154,1,M1,M2,1,,,val
232__8.29__289,1,M1,M1,1,,,val
8__5.5__258,1,M1,M0,1,,,val
135__5.245__178,1,M2,M2,1,"why M2 eze, barry?",,val
192__5.148__248,1,M1,M2,1,,,val
83__2.23__327,1,M2,M1,1,,,val
113__5.85__331,1,M1,M2,1,,,val
334__2.18__324,1,M0,M1,1,,,val
259__2.28__720,1,M1,M2,1,,,val
85__2.26__285,1,M2,M2,1,"top symbol not broken off, only faded",,val
52__5.9__319,1,M1,M2,1,,,val
77__4.7__124,1,M1,M2,1,,,val
65__5.95__332,1,M2,M1,1,,,val
212__5.160__57,1,M2,M1,1,,,val
254__5.32__261,1,M1,M2,1,,,val
200__8.21__498,1,M3,M2,1,clash,"why M3, eze?",val
324__2.17__209,1,M1,M1,1,,,val
195__2.27__491,2,M1,M2,2,,,val
17__5.9__319,2,M2,M1,2,,,val
55__5.50__754,2,M2,M3,2,,,val
242__2.21__309,2,M1,M2,2,,,val
294__2.58__339,2,M2,M2,2,,,val
296__5.218__172,2,M2,M2,2,,,val
216__5.164__726,2,M3,M2,2,,,val
92__2.8__453,2,M2,M2,2,,,val
271__8.38__245,2,M1,M2,2,,,val
51__5.43__337,2,M2,M2,2,,,val
129__8.25__619,2,M2,M2,2,,,val
123__5.66__218,2,M1,M3,2,clash,,val
61__5.96__34,0,M1,M1,0,Quite clear,,test_gallery
133__5.254__435,0,M0,M1,0,,,test_gallery
76__4.26__232,0,M0,M0,0,,,test_gallery
119__5.265-266__84,0,M1,M1,0,quite clear,,test_gallery
84__5.173__450,0,M1,M1,0,very clear,,test_gallery
325__5.200__113,1,M2,M1,1,,,test_gallery
146__5.250__433,1,M1,M2,1,,,test_gallery
144__5.244__221,1,M1,M2,1,,,test_gallery
276__4.38__434,1,M1,M2,1,,,test_gallery
313__7.6__499,1,M1,M2,1,,,test_gallery
202__3.18__374,1,M1,M2,1,,,test_gallery
269__8.33__112,1,M1,M2,1,,,test_gallery
291__5.212__251,1,M1,M1,1,,,test_gallery
56__4.40__217,1,M1,M2,1,,,test_gallery
170__5.106__27,1,M1,M2,1,,,test_gallery
224__5.167__167,1,M2,M1,1,,,test_gallery
90__4.4__30,1,M2,M2,1,"nothing broken, just contrast problem",,test_gallery
104__5.80__381,1,M2,M2,1,contrast problem,,test_gallery
XI__7.4__404,1,M3,M1,1,"why M3, eze?",,test_gallery
23__5.16__370,1,M1,M2,1,,,test_gallery
151__2.48__313,1,M1,M2,1,,,test_gallery
165__5.143__225,1,M1,M2,1,,,test_gallery
62__2.10__95,1,M0,M2,1,clash,top part is slightly broken,test_gallery
141__2.29__378,0,M2,M2,1,not-so-good contrast,,test_gallery
89__4.20__328,1,M3,M1,1,,,test_gallery
211__5.159__318,1,M1,M2,1,,,test_gallery
102__5.78__169,1,M2,M1,1,,,test_gallery
118__2.33__87,1,M1,M2,1,,,test_gallery
172__5.108__636,1,M2,M2,1,no damage,,test_gallery
230__3.27__252,1,M3,M2,2,clash,,test_gallery
319__8.26__81,2,M2,M2,2,,,test_gallery
184__3.13__443,2,M0,M2,2,"Why M0, eze?",,test_gallery
12__5.45__762,1,M3,M2,2,clash,"perhaps if entire letters are absent, 2 is better",test_gallery
332__8.37__631,2,M1,M2,2,,,test_gallery
66__5.92__91,1,M2,M2,2,,,test_gallery
303__5.224__197,2,M2,M2,2,,,test_gallery
318__5.259__4,1,M2,M2,2,,,test_gallery
298__5.225__323,2,M2,M2,2,,,test_gallery
339__5.260__637,2,M2,M0,2,,,test_gallery
215__5.163__624,1,M2,M2,2,,,test_gallery
266__2.43__752,2,M2,M2,2,,,test_gallery
159__5.95__332,2,M1,M2,2,,,test_gallery
VIII__5.178__190,2,M2,M2,2,,,test_gallery
36__5.39__659,2,M1,M3,2,clash,,test_gallery
33__5.35__12,2,M1,M2,2,,,test_gallery
251__5.190__259,2,M2,M2,2,,,test_gallery
183__3.11__286,2,M2,M2,2,,,test_gallery
336__3.32__333,2,M2,M2,2,,,test_gallery
301__5.222__147,2,M1,M2,2,,,test_gallery
161__3.19__42,1,M2,M2,2,,,test_gallery
228__5.173__450,2,M1,M2,2,,,test_gallery
XII__7.8__201,1,M2,M2,2,,,test_gallery
268__5.196-197__462,2,M1,M2,2,,,test_gallery
275__4.39__329,2,M0,M1,2,clash,"very poor contrast, why M0, eze?",test_gallery
149__4.18__311,2,M2,M2,2,,,test_gallery
72__3.36__775,2,M2,M3,2,,,test_gallery
277__5.209__256,2,M1,M2,2,,,test_gallery
97__3.35__368,1,M2,M2,2,,,test_gallery
136__5.231__242,2,M2,M3,2,,,test_gallery
32__5.30-31__623,1,M2,M2,2,,,test_gallery
60__5.86__639,1,M2,M2,2,,,test_gallery
189__5.146__340,1,M2,M2,2,,,test_gallery
323__8.34__472,2,M1,M2,2,,,test_gallery
169__3.38__469,2,M1,M2,2,,,test_gallery
100__5.75__215,1,M2,M3,2,clash,,test_gallery
261__8.31__460,2,M1,M2,2,,,test_gallery
316__5.256__701,2,M1,M2,2,,,test_gallery
7__2.2__484,3,M2,M3,3,,,test_gallery
31__5.29__409,3,M2,M3,3,,,test_gallery
34__5.170__523,3,M2,M3,3,,,test_gallery
46__8.19__542,3,M1,M3,3,Why M1 eze?,,test_gallery
57__5.53__513,3,M2,M3,3,,,test_gallery
73__5.99__98,3,M2,M2,3,entire middle structure damaged,an exceptional case to otherwise M2 case,test_gallery
110__2.41__497,3,M2,M3,3,,,test_gallery
138__5.233__795,3,M2,M3,3,,,test_gallery
176__3.39__126,3,M2,M2,3,not so legible,,test_gallery
209__3.20__658,3,M2,M2,3,not legible,,test_gallery
219__3.19__42,2,M3,M3,3,,,test_gallery
222__8.28__668,3,M2,M3,3,,,test_gallery
223__5.168__718,3,M2,M1,3,"totally dispositioned monogram, barely visible",,test_gallery
245__5.188__692,3,M1,M3,3,,,test_gallery
255__5.188__692,3,M1,M3,3,,,test_gallery
256__3.22__514,3,M1,M2,3,clash,"Why M1, eze?",test_gallery
329__5.53__513,3,M2,M2,3,Most of it is broken,,test_gallery
331__8.36__809,3,M2,M2,3,ilegible,,test_gallery
61__5.96__34,0,M1,M1,0,Quite clear,,test_easy_q0q1
133__5.254__435,0,M0,M1,0,,,test_easy_q0q1
76__4.26__232,0,M0,M0,0,,,test_easy_q0q1
119__5.265-266__84,0,M1,M1,0,quite clear,,test_easy_q0q1
84__5.173__450,0,M1,M1,0,very clear,,test_easy_q0q1
325__5.200__113,1,M2,M1,1,,,test_easy_q0q1
146__5.250__433,1,M1,M2,1,,,test_easy_q0q1
144__5.244__221,1,M1,M2,1,,,test_easy_q0q1
276__4.38__434,1,M1,M2,1,,,test_easy_q0q1
313__7.6__499,1,M1,M2,1,,,test_easy_q0q1
202__3.18__374,1,M1,M2,1,,,test_easy_q0q1
269__8.33__112,1,M1,M2,1,,,test_easy_q0q1
291__5.212__251,1,M1,M1,1,,,test_easy_q0q1
56__4.40__217,1,M1,M2,1,,,test_easy_q0q1
170__5.106__27,1,M1,M2,1,,,test_easy_q0q1
224__5.167__167,1,M2,M1,1,,,test_easy_q0q1
90__4.4__30,1,M2,M2,1,"nothing broken, just contrast problem",,test_easy_q0q1
104__5.80__381,1,M2,M2,1,contrast problem,,test_easy_q0q1
XI__7.4__404,1,M3,M1,1,"why M3, eze?",,test_easy_q0q1
23__5.16__370,1,M1,M2,1,,,test_easy_q0q1
151__2.48__313,1,M1,M2,1,,,test_easy_q0q1
165__5.143__225,1,M1,M2,1,,,test_easy_q0q1
62__2.10__95,1,M0,M2,1,clash,top part is slightly broken,test_easy_q0q1
141__2.29__378,0,M2,M2,1,not-so-good contrast,,test_easy_q0q1
89__4.20__328,1,M3,M1,1,,,test_easy_q0q1
211__5.159__318,1,M1,M2,1,,,test_easy_q0q1
102__5.78__169,1,M2,M1,1,,,test_easy_q0q1
118__2.33__87,1,M1,M2,1,,,test_easy_q0q1
172__5.108__636,1,M2,M2,1,no damage,,test_easy_q0q1
230__3.27__252,1,M3,M2,2,clash,,test_medium_q2
319__8.26__81,2,M2,M2,2,,,test_medium_q2
184__3.13__443,2,M0,M2,2,"Why M0, eze?",,test_medium_q2
12__5.45__762,1,M3,M2,2,clash,"perhaps if entire letters are absent, 2 is better",test_medium_q2
332__8.37__631,2,M1,M2,2,,,test_medium_q2
66__5.92__91,1,M2,M2,2,,,test_medium_q2
303__5.224__197,2,M2,M2,2,,,test_medium_q2
318__5.259__4,1,M2,M2,2,,,test_medium_q2
298__5.225__323,2,M2,M2,2,,,test_medium_q2
339__5.260__637,2,M2,M0,2,,,test_medium_q2
215__5.163__624,1,M2,M2,2,,,test_medium_q2
266__2.43__752,2,M2,M2,2,,,test_medium_q2
159__5.95__332,2,M1,M2,2,,,test_medium_q2
VIII__5.178__190,2,M2,M2,2,,,test_medium_q2
36__5.39__659,2,M1,M3,2,clash,,test_medium_q2
33__5.35__12,2,M1,M2,2,,,test_medium_q2
251__5.190__259,2,M2,M2,2,,,test_medium_q2
183__3.11__286,2,M2,M2,2,,,test_medium_q2
336__3.32__333,2,M2,M2,2,,,test_medium_q2
301__5.222__147,2,M1,M2,2,,,test_medium_q2
161__3.19__42,1,M2,M2,2,,,test_medium_q2
228__5.173__450,2,M1,M2,2,,,test_medium_q2
XII__7.8__201,1,M2,M2,2,,,test_medium_q2
268__5.196-197__462,2,M1,M2,2,,,test_medium_q2
275__4.39__329,2,M0,M1,2,clash,"very poor contrast, why M0, eze?",test_medium_q2
149__4.18__311,2,M2,M2,2,,,test_medium_q2
72__3.36__775,2,M2,M3,2,,,test_medium_q2
277__5.209__256,2,M1,M2,2,,,test_medium_q2
97__3.35__368,1,M2,M2,2,,,test_medium_q2
136__5.231__242,2,M2,M3,2,,,test_medium_q2
32__5.30-31__623,1,M2,M2,2,,,test_medium_q2
60__5.86__639,1,M2,M2,2,,,test_medium_q2
189__5.146__340,1,M2,M2,2,,,test_medium_q2
323__8.34__472,2,M1,M2,2,,,test_medium_q2
169__3.38__469,2,M1,M2,2,,,test_medium_q2
100__5.75__215,1,M2,M3,2,clash,,test_medium_q2
261__8.31__460,2,M1,M2,2,,,test_medium_q2
316__5.256__701,2,M1,M2,2,,,test_medium_q2
7__2.2__484,3,M2,M3,3,,,test_hard_q3
31__5.29__409,3,M2,M3,3,,,test_hard_q3
34__5.170__523,3,M2,M3,3,,,test_hard_q3
46__8.19__542,3,M1,M3,3,Why M1 eze?,,test_hard_q3
57__5.53__513,3,M2,M3,3,,,test_hard_q3
73__5.99__98,3,M2,M2,3,entire middle structure damaged,an exceptional case to otherwise M2 case,test_hard_q3
110__2.41__497,3,M2,M3,3,,,test_hard_q3
138__5.233__795,3,M2,M3,3,,,test_hard_q3
176__3.39__126,3,M2,M2,3,not so legible,,test_hard_q3
209__3.20__658,3,M2,M2,3,not legible,,test_hard_q3
219__3.19__42,2,M3,M3,3,,,test_hard_q3
222__8.28__668,3,M2,M3,3,,,test_hard_q3
223__5.168__718,3,M2,M1,3,"totally dispositioned monogram, barely visible",,test_hard_q3
245__5.188__692,3,M1,M3,3,,,test_hard_q3
255__5.188__692,3,M1,M3,3,,,test_hard_q3
256__3.22__514,3,M1,M2,3,clash,"Why M1, eze?",test_hard_q3
329__5.53__513,3,M2,M2,3,Most of it is broken,,test_hard_q3
331__8.36__809,3,M2,M2,3,ilegible,,test_hard_q3
